0.2,0.333333333,0,0,0,1,0,0.285714286,0.285714286,0.5,0,0,0,0.25,0,0.388888889,0.25,0.4375,BC
0.8,0.666666667,0.857142857,0.666666667,0.833333333,1,0.333333333,0.714285714,0.428571429,0.75,0.666666667,0.4,0.333333333,0.75,1,0.944444444,0.666666667,0.625,BC
0.4,0.333333333,0.428571429,0.333333333,0.666666667,1,0,0.714285714,0.285714286,0.5,0.333333333,0.2,0,0,0,0.722222222,0.583333333,0.5,BC
0.4,0.333333333,0.428571429,0.333333333,0.666666667,1,0,0.714285714,0.285714286,0.5,0.333333333,0.2,0,0,0,0.666666667,0.583333333,0.5,BC
0,0,0,0,0,1,1,1,0.428571429,0.5,1,0,0,0.75,0.5,0.055555556,0.416666667,0.3125,BC
1,0,0.428571429,0.333333333,0.833333333,1,0,1,0.428571429,0.5,1,0.4,0.333333333,0.75,0,0.833333333,0.75,0.9375,BC
0.8,0,0.857142857,0.333333333,0.666666667,1,0.666666667,1,0.428571429,0.75,0.666666667,0.4,0,0.25,0,0.611111111,0.583333333,0.9375,BC
0.8,0,0.857142857,0.333333333,0.666666667,1,0.666666667,1,0.428571429,0.75,0.666666667,0.4,0,0.25,0,0.611111111,0.583333333,0.9375,BC
0.8,0,0.857142857,0.333333333,0.666666667,1,0.666666667,1,0.428571429,0.75,0.666666667,0.4,0,0.25,0,0.611111111,0.583333333,0.9375,BC
0.8,0,0.857142857,0.333333333,0.666666667,1,0.666666667,1,0.428571429,0.75,0.666666667,0.4,0,0.25,0,0.722222222,0.583333333,0.9375,BC
0.8,0,0.857142857,0.333333333,0.666666667,1,0.666666667,1,0.428571429,0.75,0.666666667,0.4,0,0.25,0,0.611111111,0.583333333,0.9375,BC
1,0,1,1,1,1,0.666666667,1,0.571428571,0.75,0.666666667,0.4,0.666666667,0.75,0,0.722222222,1,0.9375,BC
1,0,1,0.333333333,0.833333333,1,0.666666667,1,0.571428571,0.75,0,0.4,0.666666667,0.75,1,0.666666667,1,0.875,BC
1,0,1,0.333333333,0.833333333,1,0.666666667,1,0.571428571,0.75,0,0.4,0.666666667,0.75,1,0.666666667,1,0.875,BC
0.8,0,0.714285714,0.333333333,0,1,0.666666667,1,0.428571429,0,1,0.4,0,1,0.5,0.611111111,1,0.9375,BC
1,0,1,1,0,1,0.333333333,1,0.285714286,1,0.333333333,0,0.666666667,1,1,0.722222222,1,0.84375,BC
1,1,1,1,0.166666667,1,0.333333333,1,0.571428571,1,0.333333333,0.8,0.666666667,1,1,0.944444444,1,0.84375,BC
0.8,0.666666667,0.714285714,0.333333333,0.166666667,1,0.333333333,0.714285714,0.285714286,0.75,0,0.2,0.333333333,0.75,0.5,0.944444444,0.583333333,0.625,CE
0.8,0.666666667,0.714285714,0.333333333,0.166666667,1,0.333333333,0.714285714,0.285714286,0.75,0,0.2,0.333333333,0.75,0.5,0.944444444,0.583333333,0.625,CE
0.8,0.666666667,0.857142857,0.666666667,0.833333333,1,0.333333333,0.714285714,0.428571429,0.75,0.666666667,0.4,0.333333333,0.75,1,0.944444444,0.666666667,0.625,CE
0.8,1,0.857142857,1,0.833333333,1,0.333333333,1,0.571428571,1,0.666666667,1,0.333333333,0.25,0.5,0.555555556,0.75,0.625,CE
0.6,1,0.428571429,0.666666667,1,1,0.333333333,0.714285714,0.857142857,0.5,0.333333333,0.2,0.333333333,0.5,0,0.611111111,0.583333333,0.5,CE
0.6,0,1,1,1,1,0.333333333,0.714285714,0.571428571,0.75,0.666666667,0.4,0.666666667,0.25,0,0.611111111,0.75,0.9375,CE
0.8,0,0.857142857,1,0.666666667,1,0.666666667,1,0.571428571,0.75,0.666666667,0.4,0.666666667,0.75,0,0.666666667,0.583333333,0.9375,CE
0.8,1,1,0.333333333,0.833333333,1,0.666666667,1,1,0.75,1,0.4,0.666666667,0.75,0.5,0.5,1,0.9375,CE
1,1,1,0.666666667,1,1,1,1,1,1,1,1,0.666666667,1,1,1,1,0.9375,CE
1,1,1,0.666666667,0.833333333,1,0.333333333,1,1,1,1,1,0.666666667,1,1,0.555555556,0.916666667,0.875,CE
1,1,1,0.666666667,0.833333333,1,0.333333333,1,0.571428571,1,1,1,0.666666667,1,1,0.722222222,1,0.84375,CE
1,1,1,0.666666667,0.833333333,1,0.333333333,1,0.571428571,1,1,1,0.666666667,1,1,0.722222222,1,0.84375,CE
1,1,1,1,0.166666667,1,0.333333333,1,0.571428571,1,0.333333333,0.8,0.666666667,1,1,0.944444444,1,0.84375,CE
1,1,1,0.666666667,0.833333333,1,0.333333333,1,0.571428571,1,1,1,0.666666667,1,1,0.722222222,1,0.84375,CE
